Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cyprus,CYP,External balance on goods and services (current US$),,,,,,,,,,,,,,,,-103892335.2,-74189538.52,-146595405.1,-198515316.9,-245956766.5,-383656053.1,-272852022.3,-287575955.6,-293066073.4,-283460817.5,-245304030.7,-104639774,-110507551.8,-232172647.4,-383980236.7,-313499103.7,-577516161.6,-772991786.2,-28577267.37,-29493690.48,-84864165.59,-42910915.93,-133523375.1,257352941.2,280582524.3,247502356.3,482786885.2,135865384.6,221517553.8,-21625000,-99614475.81,-598795634.2,-1145359978,-3553683902,-1387190886,-1857218543,-804559355,-370936656.8,439192777.5,478572376.3,65431961.85,-82297687
Czech Republic,CZE,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950464732.4,1661255328,413954029,453518444.1,-549721052.6,-1850527506,-3255234811,-2565129059,-180569495.6,-272815107.1,-1139614722,-846809707.7,-1046562773,-1196072176,968256562.3,3200764691,4259855901,4626657534,5100722248,7991187116,6415142749,8728906386,9959647555,12069389858,13226448272,11350373495,14216456003
Germany,DEU,External balance on goods and services (current US$),,,,,,,,,,,-3172658847,-4347285396,-4923247500,-4020168094,-2219776585,-8360053422,-11674306898,-12990839047,-14261680623,-31679843987,-44014225952,-31499326612,-20736525349,-23232664113,-20410720088,-15104486779,-4113392777,-4485953210,-5169661878,-8961351919,-3833374894,-9586328816,-11095804634,1334437478,4347354465,12133205951,20541980764,26245206406,29697677003,15686128276,5246913580,34400894855,90963674007,91805869074,142111000000,144779000000,159085000000,228733000000,224198000000,168827000000,177609000000,183699000000,215840000000,223580000000,253044000000,254574000000,264096000000
Djibouti,DJI,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111257532.9,-112012649,-154185493,-94254477.52,-69333393.35,-60088565.79,-58625598.55,-57837846.96,-66891363.43,-59182651.46,-84480731.03,-48519871.03,-30609776,-56965693.42,-114553147.9,-73238390.51,-134114707.9,-170103701.9,,,,,,,,,
Dominica,DMA,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,-7185185.185,-10000000,-27888888.89,-41703703.7,-29222222.22,-20407407.41,-15518518.52,-29444444.44,-23077777.78,-6600000,-10244444.44,-20329629.63,-47955555.56,-43229629.63,-34003703.7,-25544444.44,-24959259.26,-29600000,-32700000,-23700000,-35703703.7,-20581481.48,-23777777.78,-38566666.67,-44500370.37,-33066888.89,-38925814.81,-43633296.3,-67037037.04,-54444444.44,-88487518.52,-130588407.4,-116516703.7,-88873111.11,-76534111.11,-91515555.56,-50195814.81,-60945962.96,-53461962.96,-70366511.11
Denmark,DNK,External balance on goods and services (current US$),-125688526.9,-162624721.1,-303570494.8,-32295301.26,-263891334.8,-239529908.6,-261531453.3,-340925099.1,-268361181.9,-426694519.5,-483733333.3,-386598979.3,-94829695.08,-582031572.9,-1143907201,-388430615,-2020016543,-1776052772,-1337903021,-1675917126,-320268280.1,870511272.7,548941481.4,1339967195,991058841.7,485542259.6,-175380051.9,2248147011,4016786749,4265957156,7681220308,8657703432,10561620914,10779006462,9249913530,8712694559,10626519737,7561511091,5440693649,10677302830,11016070567,11766833277,12240110454,14819891616,14200397256,14557521386,11579504944,9254551133,12450324631,14446454886,22365455653,21997270524,19694342992,22702265673,24515423997,22300992532,21050197674
Dominican Republic,DOM,External balance on goods and services (current US$),45600000,45200000,-2600000,-49400000,-85500000,-35200000,-88500000,-71700000,-88000000,-93900000,-109400000,-135400000,-95600000,-89100000,-330500000,-82800000,-288500000,-191200000,-326000000,-349400000,-648000000,-305000100,-390999900,-336000000,-479000000,-451492000.3,-557417518.9,-691111839.4,-468993685.1,-739429921.1,-697803877.9,-285714285.7,-780823848.1,-688488000,-704111111.1,-581573643.4,-537557283.9,-780702004.9,-1635752131,-1466681824,-2116284244,-1809154955,-2087029533,-72013138.37,170087983.6,-1861240478,-2870502880,-3720494435,-6556956106,-4136401758,-5723503345,-6075848534,-5575855871,-3824130525,-3348887168,-3107626236,-2674658350
Algeria,DZA,External balance on goods and services (current US$),-765357747.6,-517614381.2,-20510532.71,-328168523.4,-126722746.6,-101274027.3,40509610.91,60764416.36,-40509610.91,-182293309.8,-344331753.5,-468183792.7,-356840180.2,-530410108.1,430539968.4,-1443257128,-720495821.1,-2339153516,-3857888449,-570938779.7,1693810997,1645117522,871041766.5,1044102802,-943130433,-1829825550,-6571672246,-2762886289,-4192872472,-5493494480,-926546472.4,2522600303,696097902.5,-676804125.1,-1498769383,-1170000405,2729999523,4610000551,30000468.17,2612542434,11659962882,8032389216,5605022555,9753990997,12291088966,23871596336,31470236581,29962484108,32938440922,-797233281.6,11320673941,20205189712,17511024113,5891959289,-3076730313,-21791775658,-16699779550
Ecuador,ECU,External balance on goods and services (current US$),-26632727.42,-38782407.74,-25538341.56,-27658858.01,-51009651,-31289999.17,-15272320.94,-49141556.5,-74264599.48,-112019697.8,-102156970,-168274664.1,-100108988.2,47418730.64,257353364.9,-252304944.9,-176622665.8,-202494067.6,-456853997.5,-37340899.73,-130348483.8,-148222051.7,-617818157.3,41716997.46,286589379.5,625158676.1,-283586940.2,-975977844.7,-606990967.2,-631599763.7,142309217.3,365682841.4,626230115.1,-587012506.3,-730790395.2,-815438719.4,83465732.87,-548409204.6,-2129759880,698160080,877967984,-1052031000,-1824792000,-663197000,-569565000,-358406000,447599000,651062000,166964000,-1004462000,-3139261000,-1782012000,-1249842000,-2216121000,-1540496000,-2992395000,-333540000
"Egypt, Arab Rep.",EGY,External balance on goods and services (current US$),,,,,,-194626474.4,-157349449.6,-173816895.2,-232710280.4,-226634382.6,-350916855.1,-421576128.5,-506980351.6,-497978777.2,-1508414710,-2413414950,-1567030983,-1568145764,-2268041086,-3377143286,-2830000278,-3612162838,-3812808498,-3080326077,-4124919587,-4206889750,-3538821328,-4134877848,-6252923737,-5732341749,-5462763885,-2950283184,-1053170042,-1980792317,-2846975089,-3096431731,-3685141509,-4749262537,-8057851240,-7490415807,-6605019815,-4735982580,-3825643404,-2145112916,-1072281523,-2031877155,-1740068559,-5973862163,-9109090909,-12548052513,-11465060591,-9725114894,-22120276921,-18288710328,-25762031127,-28206978232,-31105261197
Eritrea,ERI,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-159972072.5,-191578061.7,-291590909.1,-349968750,-403291015.8,-385705357,-486519920.1,-531781272.2,-342873246.8,-379559600.3,-386743090.1,-531922971.1,-599112181.3,-535752887.5,-381053658.5,-303343089.4,-299548403.3,-351191993.5,-392844169.1,-228887167.5,,,,,
Spain,ESP,External balance on goods and services (current US$),176905941.6,-87037891.14,-292991012.2,-585174142.7,-548936071,-1226165597,-1339379067,-1054637619,-639518864.9,-647133296.7,-601937247.4,103633772.5,-240919751.5,-1072934609,-5066588117,-4851814493,-5726592141,-3383823001,209060112.8,-708928358.9,-6669101880,-5448160569,-4789436771,-2525630278,2078254813,1814572505,2937147083,-2367733190,-7438000286,-16771217287,-21631477963,-22095266293,-21909434097,-7359183684,-4647930195,-5924739792,-587153553.1,1267045455,-3071611538,-12306626891,-17894785333,-14708724832,-14304536044,-20102708804,-41227961261,-57858475314,-74802408732,-88627155762,-83793760070,-17245068074,-18682331380,-3658831970,19623699812,44334585311,33262541620,29219473349,35854801432
Estonia,EST,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-155418629.3,-410175539.3,-328031943.4,-498652750.7,-530215171.3,-542984091.7,-252397040,-184292085.1,-247250828,-545705566.5,-834580849.1,-949818136.6,-714984579,-1720846067,-1973379140,-950212831.4,974719922.2,1238904118,1327539203,357305006.1,483655127.3,922640362.3,931758830.9,916951315.7
Ethiopia,ETH,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4747934243,-7736727470,-7863689214,-9708696234,-13492079587,-14311594189
Finland,FIN,External balance on goods and services (current US$),-59086402.4,-81258028.45,-96229138.01,-23039702.59,-173114795.8,-174661636.8,-178100290.1,-118496923.9,94555404.93,42744147.2,-190948188,-288914038.1,-71365643.82,-252991286.8,-957451709.5,-1787619202,-692414217.6,439722591.1,1122021661,464051289.9,-698119222.2,512537889.2,91279141.48,-5337318.531,1254451919,374136607.8,964109781.8,474773434.3,-378109452.7,-2175419149,-2190950086,-1213056903,953013007.7,4101176226,5829254411,10005446623,9139269997,9307066774,10603026257,12127636906,11523862171,11838926174,12394127612,11110609481,12174074994,7939311031,9006398193,12303586094,10339827157,5056960267,3136237112,-2328473993,-3704257615,-2389933023,-2535388179,-692057669.9,-2859402163
Fiji,FJI,External balance on goods and services (current US$),-2014859.589,-11837300.09,-3903790.455,3148218.109,8185367.082,-11585442.64,-6794162.053,-4351610.096,-7443032.177,-7891125.343,-7107646.452,-19291476.67,-29447406.69,-57416267.94,-29170804.37,-4380094.902,-32861869.22,-19839001.53,-36608526.22,-55402895.78,-59413325.18,-178095249.2,-76469433.72,-60963520.16,-12562349.9,-4334171.29,28246094.09,38588310.96,34957771.1,27371401.6,-64352758.46,-44185416.1,-45908183.63,-115644052.4,-55324089.88,8746355.685,85227677.62,54443443.93,41423394.4,-7717303.006,-85972000.38,-133664236.1,-44949471.86,-194060554.9,-452798615.1,-360510526.3,-558835258.8,-427481090.5,-579168915.1,-293875645.5,-190168378.3,-212636627.3,-121626906.5,-536982730.5,-360038149.7,-282700911.6,
France,FRA,External balance on goods and services (current US$),1144711468,1080135447,546483965.8,110084946.1,-391581242.1,669241534.2,43879694.74,48844255.26,-372977405.3,-1112271527,690917680.4,1495205398,1530559168,1661756040,-3173758865,3466421906,-3518164436,-756886868.1,5190406977,2326549491,-10892579944,-9191309596,-14446551552,-1601686892,586204308.3,-2185720543,-1093853585,-10416894030,-6995925559,-7306189595,-10219250693,-4211138240,9033457249,21930738939,20304820416,24789065580,27576612386,42419644864,39066044029,33107820158,14882071126,17577628635,24966120836,20139954853,13195927489,-9130705136,-19426671685,-34378592937,-51201113227,-38375937760,-49812928225,-73342065322,-57831645947,-52874612645,-56418025600,-33314147896,-42410962599
Faroe Islands,FRO,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26563992.36,-34402683.41,-83507565.17,-14658528.38,-12920060.29,-202043201.7,-64595817.13,-172922388.4,-200444666.7,-370336295.6,-219492209.5,-158742989.2,-84991754.2,-150874189.1,-352353667.4,-169328209.2,,,
"Micronesia, Fed. Sts.",FSM,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,-86200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,External balance on goods and services (current US$),2183965.736,-756246.5267,1728995.315,2640581.733,12812220.86,13466038.6,407076.8334,0,-2423568.526,1923368.577,37987991.43,53384983.87,3571314.816,8524505.2,220602286.3,34995560.17,-15484378.94,9361783.354,354522146.8,638863057.3,1416133234,875496736.8,793350698.2,603045084.8,672835599.1,176733910,-664152697.5,-82851816.1,-194058571.9,192471481.5,903532189.6,755975482,686872186.8,623790118.8,981682374.3,1172236553,1688601207,1282258415,-52100866.55,1002242816,1842798700,1250294493,1086435897,1530522266,2195866699,3467148061,3395285166,3971103360,5490121005,2514240524,3757544164,5999785862,5075514767,4235811964,2821762168,2548635896,1987937799
United Kingdom,GBR,External balance on goods and services (current US$),-1001551225,-264311281.8,-159731641.5,-340416771.4,-1584944453,-886780127.2,-156901716.4,-1154804656,-834236539,463230179.8,1060317975,1956526892,-179967782.2,-4386839294,-9749736793,-4024787389,-2542206828,1824813012,4349027421,1604561626,12122601906,14997557878,9642422257,4661648477,-215997871.8,5357491786,-3470908531,-6742313123,-29039520277,-33029415576,-19720645064,-4123497531,-8159151281,-3662729154,-133153045.6,3777812845,2502340094,6267190570,-13100364359,-26159197541,-30926009986,-37581689938,-49377997602,-49609795918,-64805931893,-66367272727,-66445262190,-79915966387,-84906250000,-53520797632,-65813286985,-43355599330,-58975085037,-61341907526,-59603808006,-45509442749,-49718183267
Georgia,GEO,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-413520099.6,-231788079.5,-1130348751,-671551677.3,-1291083870,-453217353.1,-589403825.2,-931432909.4,-746158484.3,-533144288.7,-509756430.4,-463837927.3,-447241984.7,-582121688.1,-852156248.8,-1142393976,-1870603460,-2720720503,-3810825530,-2066650883,-2073211132,-2674972606,-3113483982,-2090483107,-2893508637,-2453386419,-2242367558
Ghana,GHA,External balance on goods and services (current US$),-88245680.07,-134469607.7,-58830453.38,-96650030.56,-68635528.95,-197502236.4,-106455106.1,-44144368.69,-7844280.083,-11766420.12,-30396585.32,-108286464.3,116307445.3,124647891.1,-100621117.1,26063829.85,-9322034.313,-33428571.43,-48691099.31,2849002.857,-30601658.66,-23953487.31,14379084.92,-17570546.5,-120303327.4,-132196418,-203873637.3,-331027210.9,-305567162.2,-399166457.5,-528400164.3,-564747282.6,-740272311.2,-964223420.6,-626335774.1,-545024186.8,-553451987.8,-1418317871,-961816176.5,-1354625281,-919064782.5,-1040649867,-755791014.6,-1215770651,-1870743413,-2712214499,-3171092308,-4036712896,-5549995368,-3379979486,-5284506918,-4915018521,-5221327988,-6345728878,-3631612756,-4335308602,-3040787579
Gibraltar,GIB,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,58052582.75,18937368.87,-100187390.7,31802009.9,-63106736.44,-7679081.443,-39371681.15,-51329514.18,-105224303.5,-125830152.2,-199254059.5,-124596174.2,-202286344.2,-152089161.1,-132813494.3,-40789795.36,-73523063.07,26584052.09,-43639369.36,-9557811.356,-59426703.08,-316415131.5,-232289262.1,-196179191.1,-387273504.4,-905434321.4,-1827930126,-1629617997,-1679392143,-1640234134,-1347332174
"Gambia, The",GMB,External balance on goods and services (current US$),,,,,,,-3274682.197,-3113823.353,-4528872.462,-4832525.32,-1630250.084,-2682809.306,-4131064.808,-5472509.398,-4543164.416,1260066.372,-5943837.894,-14888791.98,-45032842.69,-58604374.07,-50294886.69,-49869410.11,-33064031.45,-25600697.34,-24232024.78,-22689334.6,-17588433.21,-21773224.58,-21567363.31,-29029748.4,-37035156.75,-36069665.98,-44695751.88,-62259984.2,-55515414.64,-92162075.79,-62405238.23,-19713809.53,-27391727.97,-29481382.35,-37286120.93,-22599711.87,-30809466.91,-32491431.98,-164540943.9,-179868103.3,-212746815.5,-218355423.9,-228942858.8,-169277097.6,-180208482.1,-131222103.4,-122174386.1,-105540970.5,-103688929.6,-101602281.5,-172709681.4
Guinea-Bissau,GNB,External balance on goods and services (current US$),,,,,,,,,,,-20619333.15,-23682842.86,-27428700,-30983050.85,-33810855.26,-22627408.84,-25469880.79,-26785816.05,-34737319.88,-40604249.75,-32260389.09,-37948636.36,-55359312.11,-42930229.98,-52456093.07,-68981290.63,-34639706.67,-47959971.08,-63690186.9,-79499781.79,-66110099.87,-71510065.81,-102314962.9,-56489981.12,-42069864.03,-59621512.04,-57630141.84,-50665831.21,-44180155.1,-40300056.82,-42057805.96,-22078922.18,-22946902.11,-28164059.79,-42092163.17,-51158581.91,-91627686.2,-95731646.76,-112182683,-134453286.8,-130090838.1,-44540175.27,-111558898.2,-79574931.58,-137367399,-59685103.29,-70572379.94
Equatorial Guinea,GNQ,External balance on goods and services (current US$),,,1530526.444,3069183.56,3073129.87,5866666.667,8966666.667,7021583.667,9742857.143,10671428.57,-6230000,-1964905.21,-6273435.92,-12351527.63,-15539029.59,-8167993.45,-5685843.684,-5887154.103,,,-117630191.6,-110995647.5,-123966893.3,-57694342.54,-76961161.36,-45599948.14,-81348788.74,-140930954.5,-163915321,-118045213.2,-140557259.7,-180584359,-129327210.4,-113212124.4,-58396173.16,-309129704.9,-801418098.3,-736847149.4,-1111479042,-1023818486,-941467299,-1495027989,-119228557.2,-1721620989,-1092100649,3600053595,4651757606,5641596706,9827684040,3978209448,4375937102,7638755995,6075326853,6234626751,5987836130,1778456149,1097578415
Greece,GRC,External balance on goods and services (current US$),-340045201.4,-361655724.5,-387423919.9,-477868507.2,-657447202.7,-856689807.6,-646513217.2,-687118075.9,-876497740.5,-1016078385,-965003409.1,-1022221591,-1191752273,-1889590334,-1786125000,-2008129649,-2112578358,-2424215541,-2581454545,-2824694572,-3374357314,-2283044895,-4059933673,-4064668344,-3503811064,-3883236121,-4094851022,-3985256165,-5326146289,-7039989299,-10348193680,-10717784446,-10535666965,-9717044887,-8479170646,-11302476247,-13014238250,-9777232123,-13973589646,-12636863840,-14287285240,-14385185324,-15572748824,-22415386343,-20401524336,-20507520458,-28704432944,-39760755954,-44685375714,-32272286052,-25819001039,-19494814877,-10931800781,-6745604412,-5749277944,280096811.3,-1304721425
Grenada,GRD,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,-5592592.593,-5703703.704,-16592592.59,-26777777.78,-39407407.41,-40703703.7,-32777777.78,-29370370.37,-32925925.93,-29918518.52,-35314814.81,-33703703.7,-43296296.3,-45707407.41,-51570370.37,-39059259.26,-48892592.59,-35148148.15,-45407407.41,-62492592.59,-73651851.85,-87466666.67,-48259259.26,-74411111.11,-83073629.63,-99485851.85,-131926925.9,-121384037,-247288629.6,-240089111.1,-226839375.6,-243932375.9,-173742319.6,-195806945.6,-199313538.5,-189193323,-210036956.7,-169918984.1,-180146918.9,-184384441.5
Greenland,GRL,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-293956919.7,-331107809.9,-473728092.8,-451957355.2,-650697136.1,-1019673996,-751758100.3,-1200014224,-1580773744,-836253776.4,-709613090.5,-485220490,-409444254.5,
Guatemala,GTM,External balance on goods and services (current US$),-19800000,-16600000,-18700000,-20800000,-35100000,-37600000,-2700000,-48000000,-27100000,6400000,15100000,-28000000,7800000,17400000,-103000000,-66000000,-262400000,-98700100,-351300100,-310800000,-215300000,-560499900,-340000000,-140999900,-203500000,-100695565.2,105570776.3,-456599960,-457366450.4,-434552556.8,-291809710.6,-340034600,-963717943.8,-954501898.7,-951801363.2,-904440293.8,-748116576,-1003314285,-1567255489,-1529716440,-1688845650,-2455610630,-2791131418,-3158847836,-3625256012,-4337299362,-5125625917,-5720075235,-5748753290,-3454634565,-4342057907,-5114958769,-5666360294,-5982206496,-6107754714,-5729754533,-5341792787
Guam,GUM,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-894000000,-1023000000,-939000000,-887000000,-1073000000,-1484000000,-1700000000,-1801000000,-1873000000,-2021000000,-2033000000,-2165000000,-2292000000,-2102000000,
Guyana,GUY,External balance on goods and services (current US$),-13999883.33,-1691652.57,22924808.96,29516420.7,6999941.667,-5117647.059,-11823529.41,-5882352.941,7100000,9500000,-1450000,10500000,-3714285.714,-51285714.29,8363636.364,-125000,-113280000,-70000000,-80000,-49960000,-74520040,-133392892.9,-83400000,-91500000,-31500000,-62558139.53,-34860465.12,-39693877.55,-17800020,-27316180.15,-68025329.11,-74500011.63,-92992591.53,-87773033.03,-70194955.89,-67794800,-42993879.63,-73539424.58,-85943424.42,-55874762.08,-104111191.1,-114367738.7,-91668336.09,-74022602.84,-77525362.38,-285273822.6,-398130160.5,-464381183.4,-634503295.9,-514057367,-630193708.6,-776002058.6,-808878327.9,-807023762.1,-814810616.8,-623723970.9,-388987893.5
"Hong Kong SAR, China",HKG,External balance on goods and services (current US$),0,-105052154.9,-134006459,-137718549.3,-169085712.2,-83769633.51,-88038911.46,125271857.3,146258894.7,281442825.3,292796868.1,188058850.2,453610805.8,506946468.5,449956276.3,561881990.6,1375183494,1027027027,185750581.8,291242728.9,-149112759,-471436494.7,182210580.1,539833727.9,2681760041,3583970837,3739315418,5271661772,5329490136,7885357505,6568076202,6048872761,5422318683,8119344330,1571606025,-6481941105,-2371384611,-5954327637,905452338.8,8561650016,7568667214,7945709596,13569221300,14681640725,14729840781,22181734021,21601869255,22588766119,22308522114,16850924946,13431627452,9568088386,2969289877,1654461062,597361395.9,7391960577,6833585623
Honduras,HND,External balance on goods and services (current US$),-5500000,1400000,1600000,-10800000,-10400000,2300000,-8000000,-12100000,-7800000,-19300000,-44800000,-6000000,8500000,-8000000,-123500000,-101000000,-60000000,-74000000,-79500050,-83000050,-174999950,-171000000,-39999950,-94500050,-210000000,-173500050,-65500000,-119000000,-104721030,-118965517.2,-83657587.55,-93667124.34,-140417250.2,-314144964,-344044334.5,-171324296.1,-206334459.5,-262585551.3,-398301329.4,-803484320.6,-884233044,-997156785.7,-974706402.9,-1144540200,-1633013421,-1787206940,-2279210814,-3443598867,-4564175324,-2603066403,-2839048219,-3489195205,-3591319040,-3778212359,-3526499339,-3563771991,-3293777870
Croatia,HRV,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1854216716,-1546052924,-3075079781,-1727322286,-1415642603,-663431496.7,-819779404.2,-2116959069,-2578189128,-2501193046,-2787080130,-3400159687,-4367238837,-5666812690,-2329532236,-252232557.3,-287651041.4,267275319.2,267538151.4,1144030218,1339030416,1606504658
Haiti,HTI,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666389111.3,-392620194.5,-508284903.4,-396495789.3,-550866189.6,-510796112.7,-533801558.6,-622630885.9,-724835797.4,-819206208.2,-855216038.7,-828942582.5,-946369510.5,-1036643205,-1245690007,-1452546045,-1594552916,-2021005263,-1768917839,-3271999722,-3121287860,-2860489391,-2876849552,-3002878506,-2664244776,-2457637169
Hungary,HUN,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-275918854.6,-70952144.81,-2864089854,-2426069037,15081528.55,235615968.1,471103254.4,-738151796.4,-1322481781,-1719956680,-661034076.5,-1359421833,-3350746991,-4071783485,-2548745506,-1254726936,961978109.8,586125534.7,5275220086,6946994586,8590564771,8547194077,9431390956,9669543784,10845418990,12823168003
Indonesia,IDN,External balance on goods and services (current US$),,,,,,,,-458608287.1,-333117339,-484662576.7,-273972602.7,-207411919.1,-261686747,93253012.05,1955180723,174939759,500000000,1562891566,524601303.9,3328732398,6011898210,1781847509,-3532551269,-865978918.6,4247519591,1651029257,-800196445.5,1167077305,2072848135,2205574879,546665129.9,455361194.8,2979329235,4718460796,2026749971,-2696966882,-1399777996,-594112855.5,9306014193,11318192667,17356482696,13270680432,12318361644,17229518703,11999661267,11853826371,19731671141,17471008752,5383772872,15141253737,14322535403,22098243949,-3617699099,-7210947472,-6665132936,3695021302,7225094519
Isle of Man,IMN,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,External balance on goods and services (current US$),-876772602.1,-648432310.6,-784655183.1,-786947216.8,-1105417531,-1132545618,-1158463558,-957679794.8,-480213233.5,-186255320.6,-61335576.23,-226772048.5,225332290.4,-441252575.8,-1183836694,-985748691.2,581685933.7,138463350.9,-379865809.4,-2173115806,-5779848993,-5094092901,-4331428246,-4396351789,-3061684966,-5553769972,-4545953988,-3839294882,-4212895875,-3367750545,-4495902635,-12311597.66,-2164501407,29902243.04,-1006202676,-4264019273,-4569080394,-5163952055,-7017678788,-8782465774,-4273861400,-4282994574,-5079929147,-4280141237,-12711752199,-22945084013,-30035728490,-49767838590,-62059901876,-73424483482,-74680288492,-119283000000,-122906000000,-55375054071,-60909669632,-48815246172,-33002590593
Ireland,IRL,External balance on goods and services (current US$),-111447030.3,-115817517.3,-156655090.9,-182185198.8,-217148883.1,-272054647.6,-196909368.5,-121186845.2,-223325723.4,-349494730.5,-362337554.3,-385203526.3,-363749409.9,-538409415.4,-1142007181,-626191637.6,-795847863,-1076039703,-1510369073,-2981857672,-2953076064,-2940174927,-1695760675,-794916218.1,-338799812.2,66864079.29,308048219.6,1402764396,2253689142,2115403951,2161079979,2351699708,4062758810,5310557042,5384983392,7561723737,8295998110,9926303725,9883439385,13086761240,13819586235,17048322864,21986658479,24892803612,27870513285,23045377565,18672631916,22325342458,23664083638,31844851487,36911787870,44707207654,38733454760,44969245302,45915601307,90069531225,68203101952
"Iran, Islamic Rep.",IRN,External balance on goods and services (current US$),-148623522.1,-94336011.88,38426764.36,141505730.7,3653726.733,-20171392.74,-89504575.58,-178485510.2,-261589868,-294433623.8,-300301791.4,244757894.4,247261280.5,3461654473,10783896083,2773055993,6107914245,1372240188,978445643.1,9660039875,-14164364820,-15651420598,-4890560840,-15108728820,-8612447582,-9739286228,-13970909215,576180378.9,-8630857567,-9977684994,-13134204728,,,3046536574,10749816311,7914318073,6223632673,2171645134,-4258296496,4210835500,1837707919,-2447396907,842657774.6,-2186723106,-1482340334,14038451158,17359625639,26600117348,19637406317,6434283215,23684614742,53987885580,9565214921,39320212042,22434181468,1847061196,
Iraq,IRQ,External balance on goods and services (current US$),,,,,,,,,,,562587510.5,798585572.8,635325923.7,1115219544,3393498137,1312902133,3809685066,3048086692,5947511006,11832712496,17049779885,-11786318998,-17075041876,-3373753619,-1872306208,-2255709231,-4682534577,-1644580251,-1953039563,-594081698.3,486330009.6,,,,,,,,,,,,,,-2817476830,-3520220788,8086103150,15730752486,25797687471,126000000,7391500000,30952800000,33459838117,8600000000,10300000000,-10799997224,-11486593063
Iceland,ISL,External balance on goods and services (current US$),-10610121.19,7918070.407,9831516.114,-4058241.793,-6293171.988,6693953.376,-6368446.405,-48506768.48,-37024738.35,8476345.501,8645681.818,-42827045.45,-15174484.48,-23683901.03,-145571285.6,-116521275.2,5531701.158,-17708905.32,72402899.19,31445547.36,-1182320.327,-52101395.31,-150446172.5,57692675.54,-2488794.303,3616290.471,149795590.2,-58948031.4,-56290589.11,123618951.4,80469724.01,-87155702.98,-8561951.416,191111493.2,321466514.8,250131135.8,40485966.92,34835686.98,-369963767.5,-406025826.9,-621845425.9,-71532241.34,141149465.9,-338161102.3,-736098427.6,-1982401237,-2925534340,-1952821794,-386467442.7,1160521327,1351607919,1167729906,849141616.8,1231339679,1074041650,1263020249,1314741865
Israel,ISR,External balance on goods and services (current US$),20500000,10000000,26666666.67,79000000,46000000,-478666666.7,-387333333.3,-553666666.7,-833000000,-1158000000,-1538000000,-1310250000,-1431500000,-2541750000,-3951750000,-4518333333,-3706250000,-3018000000,-3691764706,-4283600000,-3404509804,-4062192982,-4794526749,-4948113879,-3789221692,-3282721266,-3832504772,-6348300389,-5731439927,-3974639637,-5612042109,-9163266553,-9013460290,-10627538815,-11460597390,-7796300601,-7849735251,-5320055662,-2932817557,-2825083943,61560346.31,-2939581996,-3355354806,-789837728.6,322623828.6,92252155.89,575205350.3,-1165502300,-785117056.9,6025735575,5166087189,1535172298,623200809.1,6620416528,5629279745,9035967891,7289486018
